,rank,book,author,average rating,total ratings,number of people voted,score
8386,8379,Captive,Jere Van Dyk,3.37,345,1,58
8387,8379,"One Crazy Summer (Gaither Sisters, #1)",Rita Williams-Garcia,4.01,"34,885",2,58
8388,8379,A Nation Under Our Feet: Black Political Struggles in the Rural South from Slavery to the Great Migration,Steven Hahn,4.10,898,1,58
8389,8379,Tu,Patricia Grace,3.95,481,1,58
8390,8379,"The Ugly Duchess (Fairy Tales, #4)",Eloisa James,3.66,"13,957",1,58
8391,8379,Sleeping With the Dictionary,Harryette Mullen,3.99,"1,502",1,58
8392,8379,Attachments,Rainbow Rowell,3.88,"193,715",1,58
8393,8379,"Clockwork Doomsday (Rogue Angel, #43)",Alex Archer,3.97,220,1,58
8394,8379,"Batwoman, Volume 3: World's Finest",J.H. Williams III,4.12,"3,236",1,58
8395,8379,"Trinity (Wars of the Roses, #2)",Conn Iggulden,4.14,"8,421",1,58
8396,8379,Provincializing Europe: Postcolonial Thought and Historical Difference,Dipesh Chakrabarty,3.88,789,1,58
8397,8379,"Dearly, Departed (Gone With the Respiration, #1)",Lia Habel,3.83,"10,501",1,58
8398,8379,Sex and Stravinsky,Barbara Trapido,3.52,686,1,58
8399,8379,"The Last Hunter: Pursuit (Antarktos Saga, #2)",Jeremy Robinson,4.21,"1,066",1,58
8400,8379,Wilson,Daniel Clowes,3.75,"7,627",1,58
8401,8379,Grayson's Vow,Mia Sheridan,4.14,"21,790",1,58
8402,8379,The Time of My Life,Cecelia Ahern,3.86,"20,820",1,58
8403,8379,Doctor Who: Storm Warning,Alan Barnes,3.90,987,1,58
8404,8379,"Desiring the Kingdom: Worship, Worldview, and Cultural Formation",James K.A. Smith,4.21,"3,170",1,58
8405,8379,"The Widow (Kate Waters, #1)",Fiona Barton,3.50,"105,006",1,58
8406,8379,Edge,Jeffery Deaver,really,liked,1,58
8407,8379,The Roanoke Girls,Amy Engel,3.72,"29,608",1,58
8408,8379,The Chaperone,Laura Moriarty,3.87,"61,753",2,58
8409,8379,Being,Kevin Brooks,3.63,"2,931",1,58
8410,8379,Emotions Revealed: Recognizing Faces and Feelings to Improve Communication and Emotional Life,Paul Ekman,4.03,"7,140",1,58
8411,8379,In the City of Gold and Silver:  The Story of Begum Hazrat Mahal,Kenizé Mourad,3.74,571,1,58
8412,8379,"Savage Drift (Monument 14, #3)",Emmy Laybourne,4.06,"6,899",1,58
8413,8379,Bear Season,Kaleidoscope MM,3.49,158,1,58
8414,8379,"The Kuřim Case: A Terrifying True Story of Child Abuse, Cults & Cannibalism",Ryan  Green,3.24,"1,200",1,58
8415,8379,We Were Eight Years in Power: An American Tragedy,Ta-Nehisi Coates,4.39,"28,806",1,58
8416,8379,Rough Trade: Labels Unlimited,Rob Young,3.87,54,1,58
8417,8379,Battles Christians Face,Vaughan Roberts,4.13,119,1,58
8418,8379,Murmur,Will Eaves,3.39,893,1,58
8419,8379,The Trace,Forrest Gander,3.66,135,1,58
8420,8379,My Diary from the Edge of the World,Jodi Lynn Anderson,4.11,"1,843",1,58
8421,8379,"The Recruit (Cherub, #1)",Robert Muchamore,4.24,"34,403",1,58
8422,8379,Battle Scars: A Story of War and All That Follows,Jason Fox,4.17,"4,390",1,58
8423,8379,"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.56,"157,018",1,58
8424,8379,"Listen, You Pencil Neck Geeks",Keith Elliot Greenberg,4.08,344,1,58
8425,8379,Closing Time,Joe Queenan,3.54,697,1,58
8426,8379,Paradise Screwed: Selected Columns,Carl Hiaasen,3.87,802,1,58
8427,8379,"Wundersmith: The Calling of Morrigan Crow (Nevermoor, #2)",Jessica  Townsend,4.49,"32,542",1,58
8428,8429,"Sweet Revenge  (A Goldy Bear Culinary Mystery, #14)",Diane Mott Davidson,3.81,"8,285",1,57
8429,8429,"What's a Ghoul to Do? (Ghost Hunter Mystery, #1)",Victoria Laurie,3.87,"8,457",1,57
8430,8429,Revolution,Jennifer Donnelly,really,liked,2,57
8431,8429,"Magic at the Gate (Allie Beckstrom, #5)",Devon Monk,4.07,"5,412",1,57
8432,8429,"Shadow Blade (Shadowchasers, #1)",Seressia Glass,3.55,"1,320",1,57
8433,8429,The Mammoth Book of Haunted House Stories,Peter Haining,3.87,923,1,57
8434,8429,Alternative Urban Futures: Planning for Sustainable Development in Cities throughout the World,Raquel Pinderhughes,4.07,15,1,57
8435,8429,Dancing at the River's Edge: A Patient and Her Doctor Negotiate Life with Chronic Illness,Alida Brill,4.08,53,1,57
8436,8429,"Charlie Bone and the Castle of Mirrors (The Children of the Red King, #4)",Jenny Nimmo,3.92,"23,329",2,57
8437,8429,"The Gods of War (Emperor, #4)",Conn Iggulden,4.32,"15,138",1,57
8438,8429,"The Heart of a Hero (Spellbound Falls, #4)",Janet Chapman,4.30,"1,746",1,57
8439,8429,Landline,Rainbow Rowell,3.54,"164,155",1,57
8440,8429,"The Babel Codex (Rogue Angel, #43.5)",Alex Archer,3.95,192,1,57
8441,8429,Il pleuvait des oiseaux,Jocelyne Saucier,3.99,"4,928",1,57
8442,8429,"Firebird (Alex Benedict, #6)",Jack McDevitt,4.06,"2,927",1,57
8443,8429,Superman: Red Son,Mark Millar,4.17,"56,189",1,57
8444,8429,Vibrant Matter: A Political Ecology of Things (a John Hope Franklin Center Book),Jane Bennett,3.84,"1,128",1,57
8445,8429,The Rule of Four,Ian Caldwell,3.28,"36,563",2,57
8446,8429,Traffic: Why We Drive the Way We Do and What It Says About Us,Tom Vanderbilt,3.72,"7,658",1,57
8447,8429,Weweni (Made in Michigan Writers Series),Margaret Noodin,4.53,47,1,57
8448,8429,Doctor Who: The Official Annual 2012,Kieran Grant,3.72,93,1,57
8449,8429,The Bodies Left Behind,Jeffery Deaver,3.82,"10,911",1,57
8450,8429,Maya's Notebook,Isabel Allende,3.87,"28,269",1,57
8451,8429,"Gefangen im Palast von Babylon (Die Kinder des Dschinn, #2)",P.B. Kerr,3.85,"12,811",1,57
8452,8429,Inside Nudging: Navigating Behavioral Science Applications,Steve Shu,3.67,3,1,57
8453,8429,"Boy, Snow, Bird",Helen Oyeyemi,3.35,"29,449",1,57
8454,8429,"The False Prince (Ascendance, #1)",Jennifer A. Nielsen,4.22,"90,539",1,57
8455,8429,"Chasing the Prophecy (Beyonders, #3)",Brandon Mull,4.38,"20,787",2,57
8456,8429,The Headstrong Bride,Christian Michael,3.93,15,1,57
8457,8429,The Wizard (The Wizard Knight #2),Gene Wolfe,3.88,"3,265",1,57
8458,8429,A Head Full of Ghosts,Paul Tremblay,3.80,"73,069",1,57
8459,8429,The Year of Lear: Shakespeare in 1606,James Shapiro,4.06,"2,132",1,57
8460,8429,Seven Letters,Sinéad Moriarty,4.07,"1,504",1,57
8461,8429,Stag's Leap: Poems,Sharon Olds,4.14,"3,931",1,57
8462,8429,Terry Funk: More Than Just Hardcore,Terry Funk,3.89,586,1,57
8463,8429,"Thunderhead (Arc of a Scythe, #2)",Neal Shusterman,4.41,"145,553",1,57
8464,8429,"Diana Mosley: Mitford Beauty, British Fascist, Hitler's Angel",Anne de Courcy,3.96,670,1,57
8465,8429,The Magical Language of Others,E.J. Koh,3.89,"3,756",1,57
8466,8429,"The Outsorcerer's Apprentice (YouSpace, #3)",Tom Holt,3.59,"2,029",1,57
8467,8429,"Doubt, a Parable",John Patrick Shanley,4.10,"20,014",1,57
8468,8429,"The Trials of Morrigan Crow (Nevermoor, #1)",Jessica  Townsend,4.34,"58,383",1,57
8469,8470,The Sailor in the Wardrobe,Hugo Hamilton,3.80,168,1,56
8470,8470,Captive Queen: A Novel of Eleanor of Aquitaine,Alison Weir,3.78,"9,349",1,56
8471,8470,"Belong to Me (Love Walked In, #2)",Marisa de los Santos,3.87,"30,110",1,56
8472,8470,Sisters of the Quilt: The Complete Trilogy,Cindy Woodsmall,4.43,"1,330",1,56
8473,8470,Oxygen,Nettie A. Holbrook,3.75,"8,936",1,56
8474,8470,"Magic on the Storm (Allie Beckstrom, #4)",Devon Monk,4.06,"6,329",1,56
8475,8470,"Better Off Undead (The Bloodhound Files, #4)",D.D. Barant,4.03,"2,537",1,56
8476,8470,"Hands of Flame (Negotiator Trilogy/Old Races Universe, #3)",C.E. Murphy,3.97,"2,308",1,56
8477,8470,Something for the Pain: One Doctor's Account of Life and Death in the ER,Paul Austin,3.87,"2,144",1,56
8478,8470,The Mistress Of Nothing,Kate Pullinger,3.61,"4,056",2,56
8479,8470,The Empathic Civilization: The Race To Global Consciousness In A World In Crisis,Jeremy Rifkin,4.03,903,1,56
8480,8470,The Rise and Fall of Ancient Egypt,Toby Wilkinson,4.12,"4,427",1,56
8481,8470,"America, Empire of Liberty: A New History",David   Reynolds,4.19,480,1,56
8482,8470,"Waking Up with a Rake (The Royal Rakes, #1)",Connie Mason,3.69,500,1,56
8483,8470,Flora & Ulysses: The Illuminated Adventures,Kate DiCamillo,3.88,"48,332",1,56
8484,8470,"Blood Cursed (Rogue Angel, #44)",Alex Archer,3.75,209,1,56
8485,8470,Superman: Sacrifice,Greg Rucka,3.58,828,1,56
8486,8470,The Real Boy,Anne Ursu,3.97,"6,110",1,56
8487,8470,"The Betrayal of the Blood Lily (Pink Carnation, #6)",Lauren Willig,3.83,"6,260",1,56
8488,8470,Terrorists or Freedom Fighters?: Reflections on the Liberation of Animals,Steven Best,4.24,155,1,56
8489,8470,"Kronos (Origins, #5)",Jeremy Robinson,3.85,"1,466",1,56
8490,8470,Bad Science,Ben Goldacre,4.06,"42,086",1,56
8491,8470,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,4.20,"362,547",1,56
8492,8470,The Guy Not Taken,Jennifer Weiner,3.49,"23,770",1,56
8493,8470,The Lion and the Unicorn: Gladstone vs. Disraeli,Richard Aldous,3.91,382,1,56
8494,8470,Cinderella's Sisters: A Revisionist History of Footbinding,Dorothy Ko,3.91,182,1,56
8495,8470,The Garden Book,Brian Castro,3.28,40,1,56
8496,8470,The Butterfly's Daughter,Mary Alice Monroe,3.88,"4,495",1,56
8497,8470,"Das Rätsel der neunten Kobra (Die Kinder des Dschinn, #3)",P.B. Kerr,3.88,"10,205",1,56
8498,8470,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,4.27,"46,883",1,56
8499,8470,"The Hanging Tree (Rivers of London, #6)",Ben Aaronovitch,4.22,"32,976",1,56
8500,8470,Provoking The Professor,Malcolm Bryant,3.19,16,1,56
8501,8470,Monster: an Austrian Nightmare: The Story Of Josef Fritzl And His 24-year Reign Of Terror,Allan Hall,3.57,870,1,56
8502,8470,An Altar in the World: A Geography of Faith,Barbara Brown Taylor,4.34,"8,150",2,56
8503,8470,"A Flight of Arrows (The Pathfinders, #2)",Lori Benton,4.41,705,1,56
8504,8470,"Sharpe's Escape (Sharpe, #10)",Bernard Cornwell,4.16,"8,985",1,56
8505,8470,In the Shadow of the Sword: The Birth of Islam and the Rise of the Global Arab Empire,Tom Holland,3.91,"4,128",1,56
8506,8470,"I Survived the Attack of the Grizzlies, 1967 (I Survived, #17)",Lauren Tarshis,4.21,"2,637",1,56
8507,8470,Mules of Love,Ellen Bass,4.31,315,1,56
8508,8470,The Last List of Miss Judith Kratt,Andrea Bobotis,3.65,"2,421",1,56
8509,8470,Fault Lines: The Social Justice Movement and Evangelicalism's Looming Catastrophe,Voddie T. Baucham Jr.,4.46,"5,302",1,56
8510,8470,The Fallen: Searching for the Missing Members of The Fall,Dave Simpson,3.89,584,1,56
8511,8470,Eat Joy: Stories & Comfort Food from 31 Celebrated Writers,Natalie Eve Garrett,3.71,"1,273",1,56
8512,8470,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,3.81,"172,187",1,56
8513,8470,"ReDawn (Skyward, #2.2)",Brandon Sanderson,4.21,"13,466",1,56
8514,8515,Eifelheim,Michael Flynn,3.74,"3,945",1,55
8515,8515,"Death's Mistress (Dorina Basarab, #2)",Karen Chance,4.20,"17,230",1,55
8516,8515,You Shall Know Our Velocity!,Dave Eggers,3.63,"28,816",1,55
8517,8515,Wickett's Remedy,Myla Goldberg,3.27,"2,089",1,55
8518,8515,"Magic in the Shadows (Allie Beckstrom, #3)",Devon Monk,4.03,"6,831",1,55
8519,8515,"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,4.32,"83,748",2,55
8520,8515,"Love is Fear (Valerie Dearborn, #2)",Caroline Hanson,3.93,"3,898",1,55
8521,8515,"House of Cards (Negotiator Trilogy/Old Races Universe, #2)",C.E. Murphy,3.89,"2,607",1,55
8522,8515,Elsewhere,Gabrielle Zevin,3.91,"56,853",2,55
8523,8515,"Midnight Bride (St. Leger, #3)",Susan Carroll,3.88,681,1,55
8524,8515,Shockaholic,Carrie Fisher,3.76,"14,643",1,55
8525,8515,Carthage Must Be Destroyed: The Rise and Fall of an Ancient Civilization,Richard Miles,3.93,"3,639",1,55
8526,8515,"Tall, Dark & Hungry (Argeneau, #4)",Lynsay Sands,4.20,"19,204",1,55
8527,8515,The Space Between,Brenna Yovanoff,3.81,"7,507",1,55
8528,8515,"Sunken Pyramid (Rogue Angel, #45)",Alex Archer,3.79,213,1,55
8529,8515,"Axis (Spin, #2)",Robert Charles Wilson,3.53,"8,660",1,55
8530,8515,Infinite Crisis,Geoff Johns,3.86,"9,816",1,55
8531,8515,Counting by 7s,Holly Goldberg Sloan,4.15,"76,437",1,55
8532,8515,Oyster: A World History,Drew   Smith,really,liked,1,55
8533,8515,"The Temptation of the Night Jasmine (Pink Carnation, #5)",Lauren Willig,3.77,"7,096",1,55
8534,8515,"Beneath (Origins, #3)",Jeremy Robinson,3.91,"1,553",1,55
8535,8515,Cairo,G. Willow Wilson,3.77,"2,316",1,55
8536,8515,The Thing About Jellyfish,Ali Benjamin,4.10,"36,469",1,55
8537,8515,Then Came You,Jennifer Weiner,3.72,"46,319",1,55
8538,8515,Foley is Good: And the Real World is Faker Than Wrestling,Mick Foley,3.95,"4,001",1,55
8539,8515,"Ms. Marvel, Vol. 5: Super Famous",G. Willow Wilson,4.24,"11,177",1,55
8540,8515,Doctor Who: Seasons of Fear,Paul Cornell,3.89,654,1,55
8541,8515,"Black Victorians, Black Victoriana",Gretchen Holbrook Gerzina,3.87,31,1,55
8542,8515,"Seduction of a Highland Lass (McCabe Trilogy,  #2)",Maya Banks,4.15,"24,733",1,55
8543,8515,Wings of the Kite-hawk : A Journey Into the Heart of Australia,Rothwell Nicolas,3.82,22,1,55
8544,8515,"The Twelfth Card (Lincoln Rhyme, #6)",Jeffery Deaver,3.99,"18,014",1,55
8545,8515,The Postmistress,Sarah Blake,3.35,"43,703",1,55
8546,8515,"Elfennacht: Die siebte Tochter (The Faerie Path, #1)",Allan Frewin Jones,3.60,"11,061",1,55
8547,8515,Bridge Builders: How Superb Communicators Get What They Want in Business and in Life,Maria Keckler,4.56,27,1,55
8548,8515,Dirty Teacher,Malcolm Bryant,liked,it,1,55
8549,8515,Rose West: The Making of a Monster,Jane Carter Woodrow,4.10,922,1,55
8550,8515,Searching for Eternity,Elizabeth Musser,4.23,562,1,55
8551,8515,Raising Stony Mayhall,Daryl Gregory,3.85,"3,735",1,55
8552,8515,"Beyond the Grave (The 39 Clues, #4)",Jude Watson,3.93,"46,462",1,55
8553,8515,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood,Lisa Damour,4.51,"11,580",1,55
8554,8515,14 Hollow Road,Jenn Bishop,4.12,345,1,55
8555,8515,The Colossus of New York,Colson Whitehead,3.71,"3,195",1,55
8556,8515,"The White King: Charles I, Traitor, Murderer, Martyr",Leanda de Lisle,4.09,558,1,55
8557,8515,Sweetgirl,Travis Mulhauser,3.78,"3,801",1,55
8558,8515,"Genius: The Game (Genius, 1)",Leopoldo Gout,3.74,"2,496",1,55
8559,8515,Flamer,Mike Curato,4.32,"6,821",1,55
8560,8515,"Nexus (Nexus, #1)",Ramez Naam,4.04,"19,688",1,55
8561,8515,Rump: The True Story of Rumpelstiltskin,Liesl Shurtliff,4.05,"18,090",1,55
8562,8563,"Midnight's Daughter (Dorina Basarab, #1)",Karen Chance,really,liked,1,54
8563,8563,Waiting for Snow in Havana: Confessions of a Cuban Boy,Carlos Eire,3.80,"7,162",1,54
8564,8563,The Ha-Ha,Dave King,3.60,"3,374",1,54
8565,8563,The Complete Artist's Way : Creativity as a Spiritual Practice,Julia Cameron,3.94,"106,918",1,54
8566,8563,"Magic in the Blood (Allie Beckstrom, #2)",Devon Monk,3.97,"7,531",1,54
8567,8563,The Horse Boy: A Father's Quest to Heal His Son,Rupert Isaacson,4.01,"4,234",1,54
8568,8563,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,"3,722",1,54
8569,8563,"Edge of Passion (Stealth Guardians, #1)",Tina Folsom,really,liked,2,54
8570,8563,"Heart Of Stone (The Negotiator Trilogy, Book 1)",C.E. Murphy,3.71,"4,422",1,54
8571,8563,"The Huntress (The Dark Queen Saga, #4)",Susan Carroll,3.89,"1,348",1,54
8572,8563,Not the End of the World,Kate Atkinson,3.76,"6,635",1,54
8573,8563,Charlie Johnson in the Flames,Michael Ignatieff,3.12,69,1,54
8574,8563,The Ghosts of Cannae: Hannibal and the Darkest Hour of the Roman Republic,Robert L. O'Connell,4.07,"2,454",1,54
8575,8563,"Marie, Dancing",Carolyn Meyer,3.77,"1,167",1,54
8576,8563,Cum Laude,Cecily von Ziegesar,2.51,"1,889",1,54
8577,8563,"Vampires are Forever (Argeneau, #8)",Lynsay Sands,4.26,"19,187",1,54
8578,8563,"The Hero's Guide to Being an Outlaw (The League of Princes, #3)",Christopher Healy,4.32,"2,968",1,54
8579,8563,"Treasure of Lima (Rogue Angel, #46)",Alex Archer,3.83,191,1,54
8580,8563,"The Seduction of the Crimson Rose (Pink Carnation, #4)",Lauren Willig,3.88,"8,421",1,54
8581,8563,"Threshold (Chess Team Adventure, #3)",Jeremy Robinson,4.19,"2,135",1,54
8582,8563,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",Chelsea Cain,4.05,"19,788",1,54
8583,8563,Soccernomics,Simon Kuper,3.94,"17,721",1,54
8584,8563,Scroogled,Cory Doctorow,3.61,219,1,54
8585,8563,Southland,Nina Revoyr,3.98,"1,340",1,54
8586,8563,"Judoon Monsoon (Doctor Who: Decide Your Destiny, #15)",Oli Smith,3.67,21,1,54
8587,8563,22 Britannia Road,Amanda Hodgkinson,3.64,"11,599",1,54
8588,8563,The Wing of Night: A Novel of Love and War,Brenda Walker,3.37,30,1,54
8589,8563,One Night at the Call Center,Chetan Bhagat,2.52,"58,620",1,54
8590,8563,Russian Winter,Daphne Kalotay,3.74,"9,924",1,54
8591,8563,The Radiant Road,Katherine Catmull,3.45,574,1,54
8592,8563,Three Strong Women,Marie NDiaye,3.21,"3,420",2,54
8593,8563,Before Flesh,Sky Corgan,4.18,62,1,54
8594,8563,The Crossbow Cannibal: The Definitive Story of Stephen Griffiths - The Self-Made Serial Killer,Cyril Dixon,3.39,49,1,54
8595,8563,"Fire by Night (Refiner's Fire, #2)",Lynn Austin,4.44,"8,460",1,54
8596,8563,The Replacement,Brenna Yovanoff,3.55,"19,847",1,54
8597,8563,"The Black Circle (The 39 Clues, #5)",Patrick Carman,4.01,"51,317",1,54
8598,8563,Bailey's Story,W. Bruce Cameron,4.33,"3,996",1,54
8599,8563,Inheritance (Von Carstein #1),Steven Savile,3.66,348,1,54
8600,8563,Porcupette Finds a Family,Vanita Oelschlager,4.37,142,1,54
8601,8563,SEAL Team Six: Memoirs of an Elite Navy SEAL Sniper,Howard E. Wasdin,4.05,"16,801",1,54
8602,8563,"Kingdom Man: Every Man's Destiny, Every Woman's Dream",Tony Evans,4.39,"1,560",1,54
8603,8563,Patriotic Fire: Andrew Jackson and Jean Laffite at the Battle of New Orleans,Winston Groom,really,liked,1,54
8604,8563,Eight Perfect Murders,Peter  Swanson,3.64,"66,688",1,54
8605,8563,The Guardians,John Grisham,4.15,"98,794",2,54
8606,8563,"A Blade So Black (Nightmare-Verse, #1)",L.L. McKinney,3.70,"7,269",1,54
8607,8563,"Overboard (V.I. Warshawski, #21)",Sara Paretsky,4.03,"3,991",1,54
8608,8563,The Cannibals of Candyland,Carlton Mellick III,3.82,"1,236",1,54
8609,8563,Escape from Baxters' Barn,Rebecca   Bond,3.95,289,1,54
8610,8611,"Terminal Freeze (Jeremy Logan, #2)",Lincoln Child,3.82,"17,118",1,53
8611,8611,Kate Remembered,A. Scott Berg,3.98,"5,316",1,53
8612,8611,The Poet of Tolstoy Park,Sonny Brewer,3.94,811,1,53
8613,8611,"At Grave's End (Night Huntress, #3)",Jeaniene Frost,4.29,"88,197",2,53
8614,8611,Unicorn Bait (Unicorn Bait #1),S.A. Hunter,3.68,"1,191",1,53
8615,8611,Although of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,David Lipsky,3.92,"8,543",1,53
8616,8611,"The Silver Rose (The Dark Queen Saga, #3)",Susan Carroll,3.89,"1,777",1,53
8617,8611,Wild Dogs,Helen Humphreys,3.84,690,1,53
8618,8611,"InterWorld (InterWorld, #1)",Neil Gaiman,3.55,"21,456",1,53
8619,8611,"Bite Me If You Can (Argeneau, #6)",Lynsay Sands,4.28,"21,013",1,53
8620,8611,"Fortunately, the Milk",Neil Gaiman,4.05,"60,810",1,53
8621,8611,"River of Nightmares (Rogue Angel, #47)",Alex Archer,3.77,199,1,53
8622,8611,Trotsky: A Biography,Robert Service,3.76,825,1,53
8623,8611,The Cassandra Project,Jack McDevitt,3.46,"1,441",1,53
8624,8611,"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony Snicket,3.99,"113,273",2,53
8625,8611,"Lucinda's Secret (The Spiderwick Chronicles, #3)",Tony DiTerlizzi,3.90,"36,673",2,53
8626,8611,"The Deception of the Emerald Ring (Pink Carnation, #3)",Lauren Willig,3.91,"9,884",1,53
8627,8611,The Clothes On Their Backs,Linda Grant,3.32,"2,611",1,53
8628,8611,"Instinct (Chess Team Adventure, #2)",Jeremy Robinson,4.17,"2,525",1,53
8629,8611,"Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)",Chelsea Cain,4.04,"15,193",1,53
8630,8611,"The Ripple Effect (Doctor Who 50th Anniversary E-Shorts, #7)",Malorie Blackman,3.88,923,1,53
8631,8611,Advanced Analytical Models: Over 800 Models and 300 Applications from the Basel II Accord to Wall Street and Beyond [With DVD],Johnathan Mun,really,liked,1,53
8632,8611,A Girl Is a Half-formed Thing,Eimear McBride,3.49,"11,409",1,53
8633,8611,We Never Talk about My Brother,Peter S. Beagle,4.02,816,1,53
8634,8611,Buckle Up: Episode 1,Karen Botha,3.29,51,1,53
8635,8611,The Great Escape: The Full Dramatic Story with Contributions from Survivors and Their Families,Anton Gill,4.18,299,1,53
8636,8611,A Mother's Confession,Kelly Rimmer,4.37,"8,216",1,53
8637,8611,The Troop,Nick Cutter,3.84,"62,531",1,53
8638,8611,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,4.06,"65,595",1,53
8639,8611,Allegedly,Tiffany D. Jackson,4.11,"30,919",1,53
8640,8611,Chester and Gus,Cammie McGovern,4.30,"1,694",1,53
8641,8611,"Cabin Fever (Diary of a Wimpy Kid, #6)",Jeff Kinney,4.24,"117,827",2,53
8642,8611,Time's Echo,Pamela Hartshorne,3.90,"1,492",2,53
8643,8611,"The Training Ground: Grant, Lee, Sherman, and Davis in the Mexican War, 1846-1848",Martin Dugard,4.14,467,1,53
8644,8611,The Two Lives of Lydia Bird,Josie Silver,3.75,"61,433",1,53
8645,8611,"The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty,4.15,"97,835",1,53
8646,8611,"The Big Over Easy (Nursery Crime, #1)",Jasper Fforde,3.94,"33,009",1,53
8647,8611,Britt-Marie Was Here,Fredrik Backman,4.09,"146,307",1,53
8648,8611,Better: A Surgeon's Notes on Performance,Atul Gawande,4.24,"32,733",1,53
8649,8611,"Sunreach (Skyward, #2.1)",Brandon Sanderson,4.18,"16,310",1,53
8650,8651,In the Forest,Edna O'Brien,3.62,"1,583",1,52
8651,8651,"Mistaken Identity: Two Families, One Survivor, Unwavering Hope",Don Van Ryn,4.06,"8,959",1,52
8652,8651,Rebel Buddha: On the Road to Freedom,Dzogchen Ponlop,4.05,"1,803",1,52
8653,8651,The Book of Night Women,Marlon James,4.38,"12,893",2,52
8654,8651,"A Sliver of Shadow (Abby Sinclair, #2)",Allison Pang,3.93,"2,315",1,52
8655,8651,Tree of Codes,Jonathan Safran Foer,3.85,"3,678",1,52
8656,8651,"The Mage's Daughter (Nine Kingdoms, #2)",Lynn Kurland,4.02,"4,914",1,52
8657,8651,"The Courtesan (The Dark Queen Saga, #2)",Susan Carroll,3.91,"2,385",1,52
8658,8651,Martyrs' Crossing,Amy Wilentz,3.71,268,1,52
8659,8651,In the Shadow of Memory,Floyd Skloot,3.97,143,1,52
8660,8651,Against Medical Advice,James Patterson,3.97,"7,691",1,52
8661,8651,Keeping Corner,Kashmira Sheth,3.80,"1,788",1,52
8662,8651,Scat,Carl Hiaasen,3.96,"19,877",2,52
8663,8651,"The Field of Swords (Emperor, #3)",Conn Iggulden,4.30,"16,248",1,52
8664,8651,"Love Bites (Argeneau, #2)",Lynsay Sands,4.11,"24,718",1,52
8665,8651,"Grendel's Curse (Rogue Angel, #48)",Alex Archer,3.87,182,1,52
8666,8651,Stalin,Robert Service,3.94,"1,606",1,52
8667,8651,"Halting State (Halting State, #1)",Charles Stross,3.79,"11,913",1,52
8668,8651,"The Masque of the Black Tulip (Pink Carnation, #2)",Lauren Willig,3.92,"11,156",1,52
8669,8651,"The Night Season (Archie Sheridan & Gretchen Lowell, #4)",Chelsea Cain,3.89,"11,551",1,52
8670,8651,Moses: When Harriet Tubman Led Her People to Freedom,Carole Boston Weatherford,4.36,"5,897",1,52
8671,8651,Doctor Who 2013 Official Annual,Jason Loborik,3.85,96,1,52
8672,8651,Crimes in Southern Indiana: Stories,Frank Bill,3.79,"2,527",1,52
8673,8651,"Rebel of the Sands (Rebel of the Sands, #1)",Alwyn Hamilton,3.96,"60,228",1,52
8674,8651,Parrotfish,Ellen Wittlinger,3.70,"5,868",1,52
8675,8651,"Incarceron (Incarceron, #1)",Catherine Fisher,3.64,"60,062",1,52
8676,8651,Cuckoo Song,Frances Hardinge,3.96,"8,069",1,52
8677,8651,Punished by Coach,Randy Manners,3.47,83,1,52
8678,8651,The Big Beautiful,Pamela  Duncan,3.82,313,1,52
8679,8651,"Together Is All We Need (Shenandoah Sisters, #4)",Michael R. Phillips,4.40,"1,893",2,52
8680,8651,Gather the Daughters,Jennie Melamed,3.61,"9,298",1,52
8681,8651,An Empire on the Edge: How Britain Came to Fight America,Nick Bunker,4.17,619,1,52
8682,8651,Small Church Essentials: Field-Tested Principles for Leading a Healthy Congregation of under 250,Karl Vaters,4.37,311,1,52
8683,8651,Flappers: Six Women of a Dangerous Generation,Judith Mackrell,3.88,"1,488",1,52
8684,8651,Snug,Michael Morpurgo,really,liked,1,52
8685,8651,Big Questions,Anders Nilsen,4.16,"4,133",1,52
8686,8651,"Primrose and the Dreadful Duke (Garland Cousins, #1)",Emily Larkin,4.13,826,2,52
8687,8651,"The Missing Diamonds (Agent Zaiba Investigates, #1)",Annabelle Sami,4.10,118,1,52
8688,8651,The Lost Soul,Olga Tokarczuk,4.35,"2,653",1,52
8689,8651,General George Washington: A Military Life,Edward G. Lengel,4.07,375,1,52
8690,8651,"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,4.25,"54,041",1,52
8691,8651,Born With Teeth,Kate Mulgrew,3.92,"8,978",1,52
8692,8651,"Beastslayer  (Gotrek & Felix, #5)",William King,4.08,"2,107",1,52
